Domain,Volume ID in Gutenberg,Volume ID in HathiTrust,Pubdate in HathiTrust,Volume Title in HathiTrust,Volume Title in Gutenberg,Author
Fiction,3780,coo.31924013488022,1851,The king's highway; a novel.,The King's Highway,"James, G. P. R. (George Payne Rainsford)"
Fiction,3781,hvd.32044086837424,1904,The jewel of seven stars / Bram Stoker.,The Jewel of Seven Stars,"Stoker, Bram"
Fiction,3782,hvd.32044022659775,1922,Huntingtower.,Huntingtower,"Buchan, John"
Fiction,3784,nyp.33433112010305,1922,"The Sheridan road mystery, by Paul and Mabel Thorne.",The Sheridan Road Mystery,"Thorne, Paul"
Fiction,3786,coo1.ark+=13960=t4kk9v59c,1894,The recollections of Geoffrey Hamlyn.,The Recollections of Geoffrey Hamlyn,"Kingsley, Henry"
Fiction,3793,uc1.b4729767,1901,Joseph II and his court : an historical novel / by L. Mühlbach ; translated from the German by Adelaide de V. Chaudron.,Joseph II. and His Court: An Historical Novel,"Mühlbach, L. (Luise)"
Fiction,3801,nyp.33433075739593,1867,"Napoleon and Blücher : an historical novel / by L. Mühlbach ; translated from the German, by F. Jordan.",Napoleon and Blücher: An Historical Novel,"Mühlbach, L. (Luise)"
Fiction,3802,uc2.ark+=13960=t6xw4bf9m,1899,The Lerouge case.,The Lerouge Case,"Gaboriau, Emile"
Fiction,3813,mdp.39015063918851,1909,The lady of Blossholme / by H. Rider Haggard.,The Lady of Blossholme,"Haggard, H. Rider (Henry Rider)"
Fiction,3816,mdp.39015021071926,1891,"The witch of Prague, a fantastic tale, F. Marion Crawford, illustrated by W. J. Hennessy.",The Witch of Prague: A Fantastic Tale,"Crawford, F. Marion (Francis Marion)"
Fiction,3823,osu.32435013960414,1902,Thelma / by Marie Corelli ; illustrations by W. E. B. Starkweather.,Thelma,"Corelli, Marie"
Fiction,3824,nyp.33433075766075,1921,"The lamp of fate, by Margaret Pedler.",The Lamp of Fate,"Pedler, Margaret"
Fiction,3828,uc2.ark+=13960=t2g73fq20,1910,"Simon the jester, by William J. Locke; illustrations by James Montgomery Flagg.",Simon the Jester,"Locke, William John"
Fiction,3831,osu.32435078661931,1921,"The secret power, by Marie Corelli.",The Secret Power,"Corelli, Marie"
Fiction,4002,hvd.hw1y1s,1908,The honor of the name. Frontispiece from a drawing by Bayard Jones. Vol. 2.,The Honor of the Name,"Gaboriau, Emile"
Fiction,4005,nyp.33433074935473,1901,Herb of grace.,Herb of Grace,"Carey, Rosa Nouchette"
Fiction,4016,hvd.hn313x,1892,Prince Eugene and his times; an historical novel. By L.Mülbach [pseud.] Translated from the German by Adelaide DeV.Chaudron. With illustrations by Gaston Fay.,Prince Eugene and His Times,"Mühlbach, L. (Luise)"
Fiction,4020,uc1.b4690899,1917,Arcadian adventures with the idle rich.,Arcadian Adventures with the Idle Rich,"Leacock, Stephen"
Fiction,4034,mdp.39015002334525,1914,The untilled field.,The Untilled Field,"Moore, George"
Fiction,4047,uva.x004615998,1897,The Leavenworth case; a lawyer's story.,The Leavenworth Case,"Green, Anna Katharine"
Fiction,4051,njp.32101065852210,1915,Lady Bridget in the Never-Never Land : a story of Australian life / by Mrs. Campbell Praed.,Lady Bridget in the Never-Never Land: a story of Australian life,"Praed, Campbell, Mrs."
Fiction,4053,uc1.ax0003575263,1886,Nuttie's father.,Nuttie's Father,"Yonge, Charlotte M. (Charlotte Mary)"
Fiction,4062,hvd.hnr277,1902,Gaston de Latour; an unfinished romance by Walter Pater. Prepared for the press by Charles L. Shadwell.,Gaston de Latour; an unfinished romance,"Pater, Walter"
Fiction,4064,hvd.hnij2z,1915,"Moonbeams from the larger lunacy, by Stephen Leacock ...",Moonbeams from the Larger Lunacy,"Leacock, Stephen"
Fiction,4067,iau.31858048232346,1912,Frederick the Great and his court / by Louisa Mühlbach,Frederick the Great and His Court,"Mühlbach, L. (Luise)"
Fiction,4074,hvd.32044019775758,1899,"Swallow; a tale of the Great trek, by H. Rider Haggard.",Swallow: A Tale of the Great Trek,"Haggard, H. Rider (Henry Rider)"
Fiction,4082,uc2.ark+=13960=t02z13n44,1908,"The barrier, by Rex Beach.",The Barrier,"Beach, Rex"
Fiction,4084,hvd.hwp6g3,1857,The adventures of Peregrine Pickle : in which are included memoirs of a lady of quality / by T. Smollett.,The Adventures of Peregrine Pickle,"Smollett, T. (Tobias)"
Fiction,4085,iau.31858052752304,1902,"The adventures of Roderick Random / by Tobias Smollett ; with the author's preface, and an introduction by G.H. Maynadier ; [The adventures of Sir Launcelot Greaves].",The Adventures of Roderick Random,"Smollett, T. (Tobias)"
Fiction,4092,mdp.39015039600690,1899,The monikins.,The Monikins,"Cooper, James Fenimore"
Fiction,4097,mdp.39015004288406,1908,"Alice of old Vincennes,",Alice of Old Vincennes,"Thompson, Maurice"
Fiction,4205,uc2.ark+=13960=t2g73m884,1888,"Berlin and Sans-Souci; or, Frederick the Great and his friends. An historical novel. By L. Mühlbach [pseud.] ... tr. from the German, by Mrs. Chapman Coleman and her daughters ...","Berlin and Sans-Souci; Or, Frederick the Great and His Friends","Mühlbach, L. (Luise)"
Fiction,4209,osu.32435059294868,1887,At the mercy of Tiberius / Augusta Evans Wilson.,At the Mercy of Tiberius,"Evans, Augusta J. (Augusta Jane)"
Fiction,4211,mdp.39015020915883,1914,"The treasure, by Kathleen Norris.",The Treasure,"Norris, Kathleen Thompson"
Fiction,4215,nyp.33433112000025,1858,"The oak-openings; or, The bee-hunter.",Oak Openings,"Cooper, James Fenimore"
Fiction,4217,nyp.33433074863766,1916,A portrait of the artist as a young man / by James Joyce.,A Portrait of the Artist as a Young Man,"Joyce, James"
Fiction,4223,coo1.ark+=13960=t7qn6pb8p,1889,The mystery of a hansom cab.,The Mystery of a Hansom Cab,"Hume, Fergus"
Fiction,4226,hvd.hn3216,1870,"The Empress Josephine. An historical sketch of the days of Napoleon. By L. Mühlbach [pseud.] ... Tr. from the German, by Rev. W. Binet ... Illustrated by Gaston Fay.",Empress Josephine: An Historical Sketch of the Days of Napoleon,"Mühlbach, L. (Luise)"
Fiction,4233,uc2.ark+=13960=t01z46g4z,1909,"Jeanne of the marshes,",Jeanne of the Marshes,"Oppenheim, E. Phillips (Edward Phillips)"
Fiction,4240,osu.32435052478203,1922,Women in love.,Women in Love,"Lawrence, D. H. (David Herbert)"
Fiction,4267,hvd.32044011599768,1848,"Abbeychurch, or Self control and self conceit.","Abbeychurch; Or, Self-Control and Self-Conceit","Yonge, Charlotte M. (Charlotte Mary)"
Fiction,4271,uc1.b3327267,1887,A modern Telemachus / by Charlotte M. Yonge.,A Modern Telemachus,"Yonge, Charlotte M. (Charlotte Mary)"
Fiction,4274,uc1.31175016743323,1866,Wives and daughters. A novel.,Wives and Daughters,"Gaskell, Elizabeth Cleghorn"
Fiction,4275,aeu.ark+=13960=t4bp1sm58,1906,Ruth by Elizabeth C. Gaskell ; with an introduction by Clement Shorter.,Ruth,"Gaskell, Elizabeth Cleghorn"
Fiction,4276,nyp.33433074857164,1866,"North and South. By the author of ""Mary Barton,"" ""The Moorland cottage,"" ""Cranford,"" &c. ...",North and South,"Gaskell, Elizabeth Cleghorn"
Fiction,4284,nyp.33433074876081,1921,"The window-gazer, by Isabel Ecclestone Mackay ...",The Window-Gazer,"Mackay, Isabel Ecclestone"
Fiction,4288,uc2.ark+=13960=t6nz84g0z,1912,"The rich Mrs. Burgoyne, by Kathleen Norris ... illustrated by Lucius Henry Hitchcock.",The Rich Mrs. Burgoyne,"Norris, Kathleen Thompson"
Fiction,4294,hvd.hx4xec,1908,"Tales of Aztlan; the romance of a hero of our late Spanish-American war; incidents of interest from the life of a western pioneer, and other tales, by George Hartmann.","Tales of Aztlan; The Romance of a Hero of Our Late Spanish-American War, Incidents of Interest from the Life of a Western Pioneer and Other Tales","Hartmann, George"
Fiction,4296,hvd.hn36uq,1868,Friarswood post-office.,Friarswood Post Office,"Yonge, Charlotte M. (Charlotte Mary)"
Fiction,4297,uiug.30112045856348,1911,Eve's ransom; a novel.,Eve's Ransom,"Gissing, George"
Fiction,4298,uc1.b4713369,1895,The paying guest / by George Gissing.,The Paying Guest,"Gissing, George"
Fiction,4299,wu.89100330315,1897,The whirlpool / by George Gissing.,The Whirlpool,"Gissing, George"
Fiction,4301,uc1.31175030045259,1890,"The nether world, a novel by George Gissing.",The Nether World,"Gissing, George"
Fiction,4302,hvd.32044086825221,1907,Thyrza; a tale by George Gissing ...,Thyrza,"Gissing, George"
Fiction,4303,uiug.30112040128990,1894,Denzil Quarrier / by George Gissing.,Denzil Quarrier,"Gissing, George"
Fiction,4304,mdp.39015000604580,1901,Our friend the charlatan; a novel ...,Our Friend the Charlatan,"Gissing, George"
Fiction,4305,uiug.30112045856892,1895,The unclassed.,The Unclassed,"Gissing, George"
Fiction,4306,uc1.b4102835,1905,Veranilda : a romance / by George Gissing.,Veranilda,"Gissing, George"
Fiction,4307,mdp.39015000604754,1895,"In the year of jubilee,",In the Year of Jubilee,"Gissing, George"
Fiction,4308,wu.89095151916,1898,"The town traveller, by George Gissing.",The Town Traveller,"Gissing, George"
Fiction,4309,uc1.c3288910,1886,Demos : a story of English socialism.,Demos,"Gissing, George"
Fiction,4310,uc1.b4102832,1905,"Will Warburton; a romance of real life, by George Gissing ....",Will Warburton,"Gissing, George"
Fiction,4311,umn.319510016085774,1893,The emancipated : a novel.,The Emancipated,"Gissing, George"
Fiction,4312,osu.32435013023395,1909,A life's morning / With an introduction by Morley Roberts.,A Life's Morning,"Gissing, George"
Fiction,4313,coo1.ark+=13960=t3rv1432d,1893,"The odd women, by George Gissing.",The Odd Women,"Gissing, George"
Fiction,4345,osu.32435015981004,1909,Sparrows : the story of an unprotected girl / by Horace W. C. Newte.,Sparrows: The Story of an Unprotected Girl,"Newte, Horace W. C. (Horace Wykeham Can)"
Fiction,4347,mdp.39015063973971,1882,My young Alcides; a faded photograph. Illustrated by Adrian Stokes.,My Young Alcides: A Faded Photograph,"Yonge, Charlotte M. (Charlotte Mary)"
Fiction,4353,coo1.ark+=13960=t49p3md30,1912,"Five thousand an hour; how Johnny Gamble won the heiress, by George Randolph Chester. Illustrations by Henry Raleigh.",Five Thousand an Hour: How Johnny Gamble Won the Heiress,"Chester, George Randolph"
Fiction,4360,uiug.30112041696979,1886,"Vendetta, a story of one forgotten / by Marie Corelli.",Vendetta: A Story of One Forgotten,"Corelli, Marie"
Fiction,4364,uc1.ax0003575255,1900,"The lances of Lynwood / by the author of ""The heir of Redclyffe"", etc. ; with illustrations by J.B.",The Lances of Lynwood,"Yonge, Charlotte M. (Charlotte Mary)"
Fiction,4376,umn.319510020383188,1908,Sowing seeds in Danny.,Sowing Seeds in Danny,"McClung, Nellie L."
Fiction,4377,coo.31924021668052,1903,Mrs. Wiggs of the cabbage patch / by Alice Hegan Rice.,Mrs. Wiggs of the Cabbage Patch,"Rice, Alice Caldwell Hegan"
Fiction,4379,mdp.39015059413073,1914,"The fortunate youth, by William J. Locke.",The Fortunate Youth,"Locke, William John"
Fiction,4383,coo1.ark+=13960=t2j681324,1921,"Maria Chapdelaine, a tale of the Lake St. John country / translated by W.H. Blake.",Maria Chapdelaine: A Tale of the Lake St. John Country,"Hémon, Louis"
Fiction,4392,msu.31293102201104,1917,"Martie, the unconquered / by Kathleen Norris. Illustrated by Charles E. Chambers.","Martie, the Unconquered","Norris, Kathleen Thompson"
Fiction,4394,osu.32435015611668,1888,"A romance of two worlds. A novel, by Marie Corelli ... With introduction and appendix.",A Romance of Two Worlds: A Novel,"Corelli, Marie"
Fiction,4396,mdp.39015004288398,1895,"The woman who did, by Grant Allen.",The Woman Who Did,"Allen, Grant"
Fiction,4398,umn.31951002397868t,1912,"The tides of Barnegat,",The Tides of Barnegat,"Smith, Francis Hopkinson"
Fiction,4400,osu.32435075940551,1918,Hira Singh : when India came to fight in Flanders / by Talbot Mundy ... ; illustrated by Joseph Clement Coll.,Hira Singh : when India came to fight in Flanders,"Mundy, Talbot"
Fiction,4494,nyp.33433074897301,1899,The tale of Chloe : an episode in the history of Beau Beamish / by George Meredith.,The Tale of Chloe: An Episode in the History of Beau Beamish,"Meredith, George"
Fiction,4515,mdp.39015022477122,1921,The golden snare / by James Oliver Curwood ... ; illustrated with scenes from the photoplay--David M. Hartford's production. A first national attraction.,The Golden Snare,"Curwood, James Oliver"
Fiction,4516,umn.319510023509018,1913,"Peter : a novel of which he is not the hero / by F. Hopkinson Smith, illustrated by A. I. Keller.",Peter: A Novel of Which He is Not the Hero,"Smith, Francis Hopkinson"
Fiction,4520,coo.31924013636521,1922,Aaron's rod.,Aaron's Rod,"Lawrence, D. H. (David Herbert)"
Fiction,4526,uc2.ark+=13960=t9n301d5d,1893,"Born in exile, a novel by George Gissing.",Born in Exile,"Gissing, George"
Fiction,4531,hvd.hn1l68,1905,The secret passage / by Fergus Hume.,The Secret Passage,"Hume, Fergus"
Fiction,4540,uva.x000094930,1899,In His steps / Charles M. Sheldon.,In His Steps,"Sheldon, Charles M."
Fiction,4541,coo1.ark+=13960=t24b3mw08,1899,"The crown of life,",The Crown of Life,"Gissing, George"
Fiction,4553,chi.23222913,1867,St. Elmo : a novel / by Augusta J. Evans.,St. Elmo,"Evans, Augusta J. (Augusta Jane)"
Fiction,4558,uc2.ark+=13960=t4qj7nm6d,1886,"The memoirs of Barry Lyndon, Esq. : and A little dinner at Timmin's / by William Makepeace.",Barry Lyndon,"Thackeray, William Makepeace"
Fiction,4581,uc2.ark+=13960=t07w6768n,1902,"The thrall of Leif the Lucky, a story of Viking days, written by Ottilie A. Liljencrantz, having pictures and designs by Troy & Margaret West Kinney.",The Thrall of Leif the Lucky: A Story of Viking Days,"Liljencrantz, Ottilie A. (Ottilia Adelina)"
Fiction,4585,mdp.39015063545035,1915,"God's country--and the woman, by James Oliver Curwood; illustrated by William Oberhardt and Norman Borchardt.",God's Country—And the Woman,"Curwood, James Oliver"
Fiction,4586,uiug.30112002004015,1872,"Danger; or, wounded in the house of a friend. By T.S. Arthur.","Danger; Or, Wounded in the House of a Friend","Arthur, T. S. (Timothy Shay)"
Fiction,4588,wu.89087925830,1860,"The Allen house, or, Twenty years ago and now / by T.S. Arthur.","The Allen House; Or, Twenty Years Ago and Now","Arthur, T. S. (Timothy Shay)"
Fiction,4590,uc2.ark+=13960=t1jh3dv8c,1890,After the storm ...,After the Storm,"Arthur, T. S. (Timothy Shay)"
Fiction,4592,wu.89089988240,1873,Cast adrift / by T.S. Arthur.,Cast Adrift,"Arthur, T. S. (Timothy Shay)"
Fiction,4595,umn.31951002134884o,1860,Heart-histories and life-pictures / by T.S. Arthur.,Heart-Histories and Life-Pictures,"Arthur, T. S. (Timothy Shay)"
Fiction,4596,hvd.hwpam4,1906,Unknown to history : a story of the captivity of Mary of Scotland / by Charlotte M. Yonge.,Unknown to History: A Story of the Captivity of Mary of Scotland,"Yonge, Charlotte M. (Charlotte Mary)"
Fiction,4599,coo1.ark+=13960=t3hx1wh6b,1868,The small house at Allington. A novel.,The Small House at Allington,"Trollope, Anthony"
Fiction,4606,uc2.ark+=13960=t06w9hx86,1872,It is never too late to mend : a matter-of-fact romance / by Charles Reade.,It Is Never Too Late to Mend,"Reade, Charles"
Fiction,4607,nyp.33433075872220,1859,"""Love me little, love me long."" By Charles Reade ...","Love Me Little, Love Me Long","Reade, Charles"
Fiction,4613,uc2.ark+=13960=t1td9v989,1908,At large / by Arthur Christopher Benson.,At Large,"Benson, Arthur Christopher"
Fiction,4621,nyp.33433074947874,1852,"The two wives; or, Lost and won. By T. S. Arthur.","The Two Wives; Or, Lost and Won","Arthur, T. S. (Timothy Shay)"
Fiction,4622,umn.31951002086607h,1859,Trials and confessions of a housekeeper.,Trials and Confessions of a Housekeeper,"Arthur, T. S. (Timothy Shay)"
Fiction,4631,uc1.aa0001999655,1858,"The hand but not the heart; or, The life-trials of Jessie Loring. By T.S. Arthur.","The Hand but Not the Heart; Or, The Life-Trials of Jessie Loring","Arthur, T. S. (Timothy Shay)"
Fiction,4632,pst.000005993550,1855,The good time coming / By T.S. Arthur.,The Good Time Coming,"Arthur, T. S. (Timothy Shay)"
Fiction,4633,nyp.33433074846365,1911,"Philip Steele of the Royal Northwest mounted police, by James Oliver Curwood; illustrations by Gayle Hoskins.",Philip Steele of the Royal Northwest Mounted Police,"Curwood, James Oliver"
Fiction,4644,uiug.30112041415917,1897,The adventures of Mr. Verdant Green / by Cuthbert Bede ; with ill. by the author.,The Adventures of Mr. Verdant Green,"Bede, Cuthbert"
Fiction,4676,uc2.ark+=13960=fk8ff3mg6w,1866,Outpost / by Jane G. Austin.,Outpost,"Austin, Jane G. (Jane Goodwin)"
Fiction,4677,nyp.33433082175559,1855,"Our world: or, The slaveholder's daughter.","Our World; Or, the Slaveholder's Daughter","Adams, F. Colburn (Francis Colburn)"
Fiction,4680,uc1.$b799152,1853,"Manuel Pereira; or, The Sovereign rule of South Carolina. With views of southern laws, life, and hospitality. By F. C. Adams.","Manuel Pereira; Or, The Sovereign Rule of South Carolina","Adams, F. Colburn (Francis Colburn)"
Fiction,4687,uc1.$b243532,1914,Saturday's child / by Kathleen Norris ... ; with frontispiece by F. Graham Cootes.,Saturday's Child,"Norris, Kathleen Thompson"
Fiction,4704,uc1.$b236135,1919,Nomads of the North : a story of romance and adventure under the open stars / by James Oliver Curwood ; illustrated by Charles Livingston Bull.,Nomads of the North: A Story of Romance and Adventure under the Open Stars,"Curwood, James Oliver"
Fiction,4707,uc1.b3687303,1920,"The Valley of silent men; a story of the Three river country, by James Oliver Curwood ... illustrated by Dean Cornwell.",The Valley of Silent Men: A Story of the Three River Country,"Curwood, James Oliver"
Fiction,4709,inu.30000114424744,1902,"Brewster's millions, by George Barr McCutcheon ...",Brewster's Millions,"McCutcheon, George Barr"
Fiction,4721,uc2.ark+=13960=t3rv0fm3z,1873,Darkness and daylight : a novel / by Mary J. Holmes.,Darkness and Daylight: A Novel,"Holmes, Mary Jane"
Fiction,4733,nyp.33433074840483,1921,When Egypt went broke : a novel / by Holman Day.,When Egypt Went Broke: A Novel,"Day, Holman"
Fiction,4735,pst.000004435532,1907,"The shepherd of the hills, by Harold Bell Wright ... With four illustrations by F. Graham Cootes.",The Shepherd of the Hills,"Wright, Harold Bell"
Fiction,4743,pst.000066600596,1922,The country beyond : a romance of the wilderness / by James Oliver Curwood. Illustrated by Walt Louderback.,The Country Beyond: A Romance of the Wilderness,"Curwood, James Oliver"
Fiction,4745,mdp.39015006963881,1910,"At the Villa Rose, by A. E. W. Mason ...",At the Villa Rose,"Mason, A. E. W. (Alfred Edward Woodley)"
Fiction,4746,mdp.39015063964517,1911,"Kennedy Square, by F. Hopkinson Smith; illustrated by A.I. Keller.",Kennedy Square,"Smith, Francis Hopkinson"
Fiction,4748,mdp.49015000668443,1917,Baree : son of Kazan / by James Oliver Curwood.,"Baree, Son of Kazan","Curwood, James Oliver"
Fiction,4767,osu.32435001695477,1907,The mayor's wife / by Anna Katharine Green ; with illus. by Alice Barber Stephens.,The Mayor's Wife,"Green, Anna Katharine"
Fiction,4770,nc01.ark+=13960=t17m0p31j,1873,Work: a story of experience. By Louisa M. Alcott.,Work: A Story of Experience,"Alcott, Louisa May"
Fiction,4777,chi.75079199,1917,Strong as death [by] Guy de Maupassant.,Strong as Death,"Maupassant, Guy de"
Fiction,4787,hvd.hn3ga5,1915,The story of Julia Page / by Kathleen Norris ; frontispiece by C. Allan Gilbert.,The Story of Julia Page,"Norris, Kathleen Thompson"
Fiction,4789,hvd.hwk6lu,1922,"Black Caesar's clan; a Florida mystery story, by Albert Payson Terhune ...",Black Caesar's Clan : A Florida Mystery Story,"Terhune, Albert Payson"
Fiction,4790,wu.89100298850,1906,Half a rogue / by Harold MacGrath ; with ill. by Harrison Fisher.,Half a Rogue,"MacGrath, Harold"
Fiction,4794,nyp.33433082175518,1868,"Dawn, [A novel]",Dawn,"Adams, H. A., Mrs."
Fiction,4796,inu.30000108715776,1866,"Jack Tier; or, The Florida reef. By J. Fenimore Cooper ... Illustrated from drawings by F.O.C. Darley.","Jack Tier; Or, The Florida Reef","Cooper, James Fenimore"
Fiction,4905,mdp.39015063943180,1923,"Galusha the magnificent: a novel, by Joseph C. Lincoln.",Galusha the Magnificent,"Lincoln, Joseph Crosby"
Fiction,4915,uc1.b3710785,1916,"The heart of Rachael, by Kathleen Norris ... frontispiece by Charles E. Chambers.",The Heart of Rachael,"Norris, Kathleen Thompson"
Fiction,4916,uc1.$b243536,1917,Undertow / by Kathleen Norris ...,Undertow,"Norris, Kathleen Thompson"
Fiction,4917,coo1.ark+=13960=t9t15kw2m,1880,The Kellys and the O'Kellys.,The Kellys and the O'Kellys,"Trollope, Anthony"
Fiction,4918,uiug.30112041742138,1907,"The lilac sunbonnet; a love story, by S.R. Crockett ...",The Lilac Sunbonnet: A Love Story,"Crockett, S. R. (Samuel Rutherford)"
Fiction,4922,umn.319510023978714,1911,"Bar-20 days,",Bar-20 Days,"Mulford, Clarence Edward"
Fiction,4923,uc1.31175026229149,1906,King Midas; a romance. Frontispiece by Charles M. Relyea.,King Midas: a Romance,"Sinclair, Upton"
Fiction,4929,coo1.ark+=13960=t4jm2tw3v,1909,The fashionable adventures of Joshua Craig; a novel.,The Fashionable Adventures of Joshua Craig: A Novel,"Phillips, David Graham"
Fiction,4944,mdp.39015063973955,1886,"Scenes and characters; or, Eighteen months at Beechcroft, by Charlotte M. Yonge.","Scenes and Characters, or, Eighteen Months at Beechcroft","Yonge, Charlotte M. (Charlotte Mary)"
Fiction,4954,njp.32101068162468,1872,"Laicus; or, The experiences of a layman in a country parish. By Lyman Abbott.","Laicus; Or, the Experiences of a Layman in a Country Parish.","Abbott, Lyman"
Fiction,4955,wu.89098868490,1875,Leah Mordecai : a novel / by Belle Kendrick Abbott.,Leah Mordecai: A Novel,"Abbott, Belle K. (Belle Kendrick)"
Fiction,4958,nyp.33433082175583,1857,Justice in the by-ways; a tale of life.,"Justice in the By-Ways, a Tale of Life","Adams, F. Colburn (Francis Colburn)"
Fiction,4959,umn.319510024619545,1858,"The life and adventures of Maj. Roger Sherman Potter : together with an accurate and exceedingly interesting account of his great achievements in politics, diplomacy, and war / illustrated by Huber ; by Pheleg Van Trusedale.",The Life and Adventures of Maj. Roger Sherman Potter,"Adams, F. Colburn (Francis Colburn)"
Fiction,4969,nyp.33433075762694,1866,The Belton estate. A novel. By Anthony Trollope ....,The Belton Estate,"Trollope, Anthony"
Fiction,4984,uc1.a0013759998,1914,The hidden children.,The Hidden Children,"Chambers, Robert W. (Robert William)"
Fiction,4993,nyp.33433043461189,1911,A Texas ranger / by William MacLeod Raine ; illustrations by W. Herbert Dunton and Clarence Rowe.,A Texas Ranger,"Raine, William MacLeod"
Fiction,4996,nyp.33433075768824,1919,"Number seventeen, by Louis Tracy ...",Number Seventeen,"Tracy, Louis"
Fiction,5006,uc1.$b243881,1920,"Harriet and the piper, by Kathleen Norris, illustrated by Arthur I. Keller.",Harriet and the Piper,"Norris, Kathleen Thompson"
Fiction,5008,uc1.aa0002663854,1904,Katherine's sheaves / by Mrs. Georgie Sheldon.,Katherine's Sheaves,"Sheldon, Georgie, Mrs."
Fiction,5051,uc2.ark+=13960=t37082d01,1909,"The morals of Marcus Ordeyne; a novel, by William J. Locke.",The Morals of Marcus Ordeyne : a Novel,"Locke, William John"
Fiction,5062,pst.000018023923,1918,The winds of chance / by Rex Beach.,The Winds of Chance,"Beach, Rex"
Fiction,5067,mdp.39015063551181,1920,"The rainbow trail; a romance, by Zane Grey.",The Rainbow Trail,"Grey, Zane"
Fiction,5073,hvd.hn3gh9,1915,The war terror. Frontispiece by Will Foster...,The War Terror,"Reeve, Arthur B. (Arthur Benjamin)"
Fiction,5075,mdp.39015073484068,1899,The Lion of the North : a tale of the times of Gustavus Adolphus and the wars of religion / by G.A. Henty ; illustrated by John Schönberg.,The Lion of the North: A Tale of the Times of Gustavus Adolphus,"Henty, G. A. (George Alfred)"
Fiction,5076,aeu.ark+=13960=t1qg00f07,1906,The spoilers by Rex. E. Beach ; illustrated by Clarence F. Underwood.,The Spoilers,"Beach, Rex"
Fiction,5079,uc2.ark+=13960=t06w9712b,1897,Ziska : the problem of a wicked soul / by Marie Corelli.,Ziska: The Problem of a Wicked Soul,"Corelli, Marie"
Fiction,5083,uc2.ark+=13960=t40r9nf6g,1783,The man of feeling.,The Man of Feeling,"Mackenzie, Henry"
Fiction,5091,hvd.hn5nzc,1912,The tempting of Tavernake / by E. Phillips Oppenheim ; with four illustrations by Edmund Frederick.,The Tempting of Tavernake,"Oppenheim, E. Phillips (Edward Phillips)"
Fiction,5093,uiug.30112041382984,1895,"The little minister, by J. M. Barrie.",The Little Minister,"Barrie, J. M. (James Matthew)"
Fiction,5114,uc1.31158012744974,1907,"Ardath', the story of a dead self.",Ardath: The Story of a Dead Self,"Corelli, Marie"
Fiction,5115,njp.32101073394452,1921,The George Sand-Gustave Flaubert letters / tr. by Aimee L. McKenzie; with an introduction by Stuart P. Sherman.,The George Sand-Gustave Flaubert Letters,"Flaubert, Gustave"
Fiction,5118,njp.32101067178903,1877,The American senator : a novel / by Anthony Trollope.,The American Senator,"Trollope, Anthony"
Fiction,5129,uva.x030795781,1913,"The prodigal judge,",The Prodigal Judge,"Kester, Vaughan"
Fiction,5140,wu.89001431030,1871,He knew he was right / by Anthony Trollope.,He Knew He Was Right,"Trollope, Anthony"
Fiction,5142,mdp.39015030760691,1901,Graustark : the story of a love behind a throne.,Graustark,"McCutcheon, George Barr"
Fiction,5143,osu.32435017131244,1914,The auction block : a novel of New York life / by Rex Beach ; illustrated by Charles Dana Gibson.,The Auction Block,"Beach, Rex"
Fiction,5148,coo1.ark+=13960=t5p84tr2d,1896,Rodney Stone / by A. Conan Doyle.,Rodney Stone,"Doyle, Arthur Conan"
Fiction,5151,osu.32435017825928,1915,The exploits of Elaine : a detective novel / by Arthur B. Reeve ... ; dramatized into a photo-play by Charles W. Goddard ..,The Exploits of Elaine,"Reeve, Arthur B. (Arthur Benjamin)"
Fiction,5155,dul1.ark+=13960=t79s2dz54,1890,Cæsar's column : a story of the twentieth century / by Edmund Boisgilbert.,Cæsar's Column: A Story of the Twentieth Century,"Donnelly, Ignatius"
Fiction,5156,hvd.hn1ij4,1893,Beechcroft at Rockstone.,Beechcroft at Rockstone,"Yonge, Charlotte M. (Charlotte Mary)"
Fiction,5163,nyp.33433076047665,1914,"Guy Garrick, with fontispiece",Guy Garrick,"Reeve, Arthur B. (Arthur Benjamin)"
Fiction,5165,hvd.32044086818374,1914,"Innocent, her fancy and his fact; a novel, by Marie Corelli ...",Innocent : her fancy and his fact,"Corelli, Marie"
Fiction,5174,nyp.33433074850433,1915,"Allan and the holy flower, by H. Rider Haggard ... with 12 illustrations by Maurice Greiffenhagen.",Allan and the Holy Flower,"Haggard, H. Rider (Henry Rider)"
Fiction,5175,nyp.33433074850110,1903,"Pearl-maiden; a tale of the fall of Jerusalem, by H. Rider Haggard ...",Pearl-Maiden: A Tale of the Fall of Jerusalem,"Haggard, H. Rider (Henry Rider)"
Fiction,5179,njp.32101067178622,1871,"A siren, by T. Adolphus Trollope.",A Siren,"Trollope, Thomas Adolphus"
Fiction,5187,chi.14398357,1921,Miss Minerva and William Green Hill / by Frances Boyd Calhoun.,Miss Minerva and William Green Hill,"Calhoun, Frances Boyd"
Fiction,5194,osu.32435004458014,1919,The ivory trail / by Talbot Mundy ; illustrated by Joseph Clement Coll.,The Ivory Trail,"Mundy, Talbot"
Fiction,5202,hvd.32044014553192,1872,The golden lion of granpere : a novel / by Anthony Trollope.,The Golden Lion of Granpere,"Trollope, Anthony"
Fiction,5227,mdp.39076005073585,1888,Sant' Ilario / by F. Marion Crawford.,Sant' Ilario,"Crawford, F. Marion (Francis Marion)"
